Id|Nombre|Departamento_id|Provincia_id
609101002070|Calle 418 A|6091|6
609101002160|Calle 44 A|6091|6
609101002280|Calle 465|6091|6
609101002535|Calle 535|6091|6
609101002785|Calle 616 A|6091|6
9401502002375|Ramon Cortez|94015|94
609101002840|Calle 621 A|6091|6
609101002930|Calle 63 A|6091|6
609101002990|Calle 638|6091|6
609101003180|Calle 770|6091|6
9401502002720|Transporte Patagonia|94015|94
609101004260|Pasillo A|6091|6
609101080015|Av Eva Peron|6091|6
609801000355|169 Marsella|6098|6
609801000455|175 Saavedra|6098|6
609801001010|Calle N 5|6098|6
609801001455|Calle N 70|6098|6
609801002295|Los Molles|6098|6
609801002355|Pje S N|6098|6
610506000035|Alvear|6105|6
610506000185|Calle 11|6105|6
610506000200|Calle 3|6105|6
611201000020|A Selpa|6112|6
611201000300|Comandante Aguilera|6112|6
611201000345|Del Campo|6112|6
611201000450|Guido|6112|6
611201000720|Los Tilos|6112|6
611201000740|Maximo Fernandez|6112|6
611201000815|Pje S N|6112|6
611201000865|Rio De La Plata|6112|6
611201000875|Rio Uruguay|6112|6
611201000950|Ushuaia|6112|6
611201000965|Victoria Ocampo|6112|6
611905000020|Alexander G Bell|6119|6
611905000090|Brasil|6119|6
611905000055|Balcarce|6119|6
611905000115|Calle 1|6119|6
611905000180|Calle 22|6119|6
611905000590|Emilio Diaz Arano|6119|6
611905000700|Lopez Seco|6119|6
611905000790|Pje S N|6119|6
611905000815|Prof Elena Urquijo|6119|6
611905000885|T Ferguson|6119|6
612603000010|26 De Noviembre|6126|6
612603000055|Alberto Armesto|6126|6
612603000170|Baldrich|6126|6
612603000305|Cabrera|6126|6
612603000310|Cabrera|6126|6
612603000655|Castro|6126|6
612603000715|Colleta|6126|6
612603000760|Crossio|6126|6
612603000790|De Las Acacias|6126|6
612603000895|Dr Illia|6126|6
612603001040|Fuchs|6126|6
612603001125|Guanella|6126|6
612603001230|Jose Ingenieros|6126|6
612603001550|P Betancourt|6126|6
612603001735|Rositer|6126|6
612603001780|Salta|6126|6
612603001870|Torres|6126|6
613403000055|Alvarado|6134|6
613403000095|B Sur Mer|6134|6
613403000475|Gorritti|6134|6
613403000480|Grl Condarco|6134|6
613403000570|Laprida|6134|6
613403000625|Marcelo|6134|6
613403000635|Monse¥or Schell|6134|6
613403000790|Ruta Prov 6|6134|6
613403000795|S J De Dios|6134|6
613405000120|Colonia|6134|6
613405000245|Lobos|6134|6
613405000260|Maipu|6134|6
613405000425|Suiza|6134|6
613405080040|De La Fraternidad|6134|6
614001000135|Carlos Gardel|6140|6
614001000145|Catamarca|6140|6
614001000240|Formosa|6140|6
614001000270|Hernandez|6140|6
614001000320|Jujuy|6140|6
614001000440|Santa Cruz|6140|6
614703000085|Buenos Aires|6147|6
614703000270|Fuerte Paz|6147|6
614703000290|Islas Malvinas|6147|6
614703000450|Rawson|6147|6
616101000065|Brown|6161|6
616101000615|Sarmiento|6161|6
9011903001405|O Colombres|90119|90
617501000035|Calle 10 Bis|6175|6
618203000100|Av Guerrero|6182|6
618203000955|Estanislao Boffi|6182|6
618203001050|Independencia|6182|6
618203001090|Ituzaingo|6182|6
618203001195|Mendizabal|6182|6
618203001255|Paso De Los Libres|6182|6
618203001275|Pje Agote|6182|6
618203001355|Pje S N|6182|6
618203001520|Ruta Nac 249|6182|6
618203001560|Santa Fe|6182|6
618203001605|Triunvirato|6182|6
618203001615|Ushuaia|6182|6
618203001625|Uspallata|6182|6
618903000280|Dip O Felipe|6189|6
618903000390|Montevideo|6189|6
618903000410|Pje S N|6189|6
618903000415|Pje S N|6189|6
619601000010|24 De Setiembre - C 48|6196|6
619601000055|Artigas|6196|6
619601000125|Brown Bis|6196|6
619601000170|Calle 34|6196|6
619601000155|Calle 25 Bis|6196|6
619601000265|Carlos Gardel - Calle 59 Bis|6196|6
619601000320|Cortaderas - Calle 28|6196|6
619601000325|Cura Malal - C 11|6196|6
619601000360|Epuan|6196|6
619601000380|F Gatica|6196|6
619601000390|FermÖn Pringles|6196|6
619601000455|Jose Triano|6196|6
619601000540|Los Sauces - C 50|6196|6
619601000545|Los Tilos|6196|6
619601000550|Luis Di Paola|6196|6
619601000555|Manantiales|6196|6
619601000710|Tehuelches|6196|6
620302000005|10 De Octubre|6203|6
620302000095|Av Libertad|6203|6
620302000160|Buenos Aires|6203|6
620302000290|Euskal Echea|6203|6
620302000410|Los Andes|6203|6
620302000625|Salamanca|6203|6
620302000655|Sauce Corto|6203|6
621002000010|14 De Julio - C 113|6210|6
621002000060|Andres De Vera - C 115|6210|6
621002000130|Av 809 - Urquiza|6210|6
621002000205|Cacho De Bordenave|6210|6
621002000365|Calle 9|6210|6
621002000615|Conte Varonelli|6210|6
621002000705|F Bravo - C 329|6210|6
621002000765|J L Rosito|6210|6
621002000835|Luis De Laudo - C 339|6210|6
621002000900|Paulino Ullua - C 324|6210|6
621002000910|Pje Int A Sangiani|6210|6
621002000965|Rivero|6210|6
621701000080|Arturo Jauretche|6217|6
621701000095|Av Costanera Espana|6217|6
621701000155|B Placenave|6217|6
621701000590|De Las Garzas|6217|6
621701000660|E Goti|6217|6
621701000620|De Los Nandues|6217|6
621701000755|Honduras|6217|6
621701000780|J M Estrada|6217|6
621701000920|Magdalena|6217|6
621701000850|Las Martinetas|6217|6
621701000960|Mendoza|6217|6
621701000945|Martin Fierro|6217|6
621701001035|Panama|6217|6
621701001010|Nicaragua|6217|6
621701001085|Pila|6217|6
621701001180|San Agustin|6217|6
621701001280|Tordillo|6217|6
621701001260|Sto Domingo|6217|6
622401000035|Acc A Ruta 5|6224|6
622401000065|Angel Greco - C 74|6224|6
622401000150|Av 84 - Aime Tschifelly|6224|6
1401401026035|Hugo Lorenzo Giraudo|14014|14
622401000235|Ballester|6224|6
1401401026285|Isaac Falk Wolaj|14014|14
622401000425|Calle 518|6224|6
622401000365|Calle 19|6224|6
622401001010|Carlos Fajardo - C 86|6224|6
622401001015|Carlota Guzman|6224|6
622401001085|Discepolo|6224|6
622401001100|Emilio Ayarza|6224|6
622401001110|Fournier|6224|6
1401401026315|Isidro Mena|14014|14
622401001275|Los Fomentistas|6224|6
622401001345|P Estrada|6224|6
622401001305|Marechal|6224|6
622401001380|Pedro San Mauro|6224|6
622401001510|Valentin Reboleo - C 82|6224|6
622401001515|Viamenfi|6224|6
623103000015|A Ginestet|6231|6
623103000105|Benito Quinquela Martin|6231|6
623103000365|Luis Perazzo|6231|6
623103000450|Padre A Koenig|6231|6
623103000460|Panama|6231|6
623103000425|Naranjos|6231|6
623103000555|Soldado Antonio M Diaz|6231|6
623801000030|Aconcagua - Calle 627|6238|6
623103000605|Zorzal|6231|6
623801000090|Av Pilotto|6238|6
623801000195|Calle 20|6238|6
623801000200|Calle 21|6238|6
623801000180|Calle 17|6238|6
623801000995|Etna - Calle 101|6238|6
623801000950|De La Vega|6238|6
623801001050|Int Tamagno - Calle 104|6238|6
623801001105|Lisandro Chiavaro|6238|6
623801001090|Libano - Calle 13|6238|6
623801001200|Pichincha - Calle 310|6238|6
623801001235|Pje La Cooperacion|6238|6
623801001240|Pje La Union|6238|6
623801001350|San Jose - Calle 213|6238|6
623801001390|Vilgre Lamadrid - Calle 713|6238|6
623801001405|Washington|6238|6
624501000060|21 Francia|6245|6
624501000025|122 Manuel M Miguez|6245|6
624501000165|35 Austria|6245|6
624501000175|37 Belgica|6245|6
624501000290|55 Cabral|6245|6
624501000325|65 Bis Cno Grl Mosconi|6245|6
624501000370|Avellaneda - 16 Bis|6245|6
624501000535|Calle 126 Bis|6245|6
624501000570|Calle 13 Bis|6245|6
624501000540|Calle 127|6245|6
624501000650|Calle 152|6245|6
624501000715|Calle 234|6245|6
624501000720|Calle 236|6245|6
624501000795|Calle 39 Bis|6245|6
624501000810|Calle 42|6245|6
624501001840|Castellano - 59 Bis|6245|6
624501001845|Columna 265|6245|6
624501001855|Columna 271|6245|6
624501002040|Ruta Pcial 19|6245|6
625201000050|20 De Julio|6252|6
625201000055|20 De Junio|6252|6
625201000125|Aguado|6252|6
625201000170|Alberti|6252|6
625201000265|Amenabar|6252|6
625201000365|Aut Panamericana Ramal Pilar|6252|6
625201000415|Av Los Ciruelos|6252|6
625201000465|Azcuenaga|6252|6
625201000535|Beltran|6252|6
625201000565|Blas Parera|6252|6
625201000640|Buenos Aires|6252|6
625201000795|Calle 19|6252|6
625201000875|Calle 5|6252|6
625201002815|Caseros|6252|6
625201002795|Carlos V|6252|6
625201002925|Chacho Penaloza|6252|6
625201002950|Chapurua|6252|6
625201002955|Charlone|6252|6
625201003030|Colibri|6252|6
625201003035|Colombia|6252|6
625201003060|Concordia|6252|6
625201003290|Del Tulipan|6252|6
625201003370|Einstein|6252|6
625201003435|El Lirio|6252|6
625201003535|Esperanza|6252|6
625201003540|Espinillo|6252|6
625201003545|Estados Unidos|6252|6
625201003610|Faustino Sarmiento|6252|6
625201003750|Galileo|6252|6
625201003725|Fray Mamerto Esquiu|6252|6
625201003880|Guarani|6252|6
625201004070|Italia|6252|6
625201004035|Isla Lennox|6252|6
625201004155|Jose Maria Paz|6252|6
625201004215|Juan Ramon Fernandez|6252|6
625201004255|Jujuy|6252|6
625201004260|Junin|6252|6
625201004265|Juramento|6252|6
625201004350|Las Acacias|6252|6
625201004435|Las Fresias|6252|6
625201004520|Las Moreras|6252|6
625201004620|Leopoldo Lugones|6252|6
625201004655|Lopez Campos|6252|6
625201004660|Los Abedules|6252|6
625201004820|Los Gladiolos|6252|6
625201004940|Los Olmos|6252|6
625201004945|Los Olmos|6252|6
625201004965|Los Patos|6252|6
625201005045|Los Tulipaneros|6252|6
625201005140|Manuel Savio|6252|6
625201005170|Mario Dutto|6252|6
625201005110|Maipu|6252|6
625201005190|Martin Fierro|6252|6
625201005465|Olivos|6252|6
625201005595|Pedro De Mendoza|6252|6
625201005660|Pje Jujuy|6252|6
625201005655|Pje 6|6252|6
625201005870|Rivadavia|6252|6
625201005875|Rivadavia|6252|6
625201005940|Saavedra|6252|6
625201005950|Sabin|6252|6
625201006090|San Martin|6252|6
625201006215|Santa Maria|6252|6
625201006390|Suipacha|6252|6
625201006510|Urquiza|6252|6
625201006560|Van Gogh|6252|6
625201006630|Yatasto|6252|6
625201006545|Uspallata|6252|6
626001000060|Adams|6260|6
626001000090|Alfredo Lasalle|6260|6
626001000135|Almte Cordero|6260|6
626001000180|Anselmo Saenz Valiente|6260|6
626001000230|Atlantida|6260|6
626001000220|Aristoteles|6260|6
626001000310|Barracas|6260|6
626001000275|B Risso|6260|6
626001000355|Bragado|6260|6
626001001050|Cnl Vicente Dupuy|6260|6
626001001040|Cnl Juan R Rojas|6260|6
626001001090|Costa Rica|6260|6
626001001100|Cruz Del Sur|6260|6
626001001245|E Wilde|6260|6
626001001280|El Chaja|6260|6
626001001225|Dr Hedel|6260|6
626001001295|El Irupe|6260|6
626001001375|Escr Vazquez|6260|6
626001001430|Evaristo Carriego|6260|6
626001001640|Grierson|6260|6
626001001650|Grl Alvarado|6260|6
626001001755|Haiti|6260|6
626001001905|J De La Rosa|6260|6
626001001915|J V Gonzalez|6260|6
626001001970|Jose L Lemos|6260|6
626001002250|Lincoln|6260|6
626001002365|Lujan|6260|6
626001002590|Navarro|6260|6
626001002595|Necochea|6260|6
626001002645|Oceano Atlantico|6260|6
626001003030|Rio Limay|6260|6
626001002955|Rendon|6260|6
626001003015|Rio Bamba|6260|6
626001003025|Rio Grande|6260|6
626001003170|San Remo|6260|6
626001003205|Santa Magdalena|6260|6
626001003265|Siciliano|6260|6
626001003295|Sobral|6260|6
626001003370|Tres Arroyos|6260|6
626001003500|Villarino|6260|6
626001003470|Venus|6260|6
627001000090|Acceso Autopista|6270|6
626001080055|Sargento Cabral|6260|6
627001000100|Acoyte|6270|6
627001000260|Arruiz|6270|6
627001000165|Almagro|6270|6
627001000295|Av J J Cisterna|6270|6
627001000250|Arquimedes|6270|6
627001000340|Barranquilla|6270|6
627001000325|Balboa|6270|6
627001000455|Bragado|6270|6
627001000380|Berasain|6270|6
627001001170|Campichuelo|6270|6
627001001205|Caracas|6270|6
627001001365|Ciudad De Medellin|6270|6
627001001300|Charcas|6270|6
627001001385|Colectora|6270|6
627001001475|Dalembert|6270|6
627001001550|Domingo Marimon|6270|6
627001001705|El Ombu|6270|6
627001001820|Falucho|6270|6
627001001835|Fermi|6270|6
627001001890|Francia|6270|6
627001002015|Grl Juan Gregorio Lemos|6270|6
627001002045|Grl Ramon Castilla|6270|6
627001002185|Islas Jamaicas|6270|6
627001002285|Jose M Bustillo|6270|6
627001002210|Italia|6270|6
627001002415|Justo Suarez|6270|6
627001002375|Juan Jose Vertiz|6270|6
627001002545|Las Cina Cinas|6270|6
